date,total_trade_amount,cash_trade_amount,cash_ratio,cash_model_percent,cash_vs_model_diff,total_securities,num_sleeves
2025-11-18,17871.99,4964.0,0.2778,25.54,2.24,20,5
2025-05-23,126710.46,20959.52,0.1654,11.69,4.85,30,9
2025-05-24,430921.96,50314.71,0.1168,15.85,-4.17,47,6
2025-05-25,349630.34,139142.62,0.398,34.69,5.11,44,7
2025-05-26,296355.04,114916.52,0.3878,13.42,25.36,30,6
2025-05-27,309553.17,39562.71,0.1278,22.38,-9.6,42,4
2025-05-28,98849.02,27366.02,0.2768,30.52,-2.84,6,2
2025-05-29,261208.71,18312.73,0.0701,34.7,-27.69,32,5
2025-05-30,279461.71,33183.68,0.1187,30.46,-18.59,49,4
2025-05-31,434438.46,137429.67,0.3163,29.16,2.47,21,1
2025-06-01,179031.32,24493.27,0.1368,18.49,-4.81,43,8
2025-06-02,199488.32,14214.66,0.0713,34.72,-27.59,18,1
2025-06-03,425669.7,123746.09,0.2907,24.49,4.58,33,5
2025-06-04,416402.86,150470.74,0.3614,25.29,10.85,54,4
2025-06-05,446558.93,156256.42,0.3499,20.9,14.09,5,1
2025-06-06,206061.29,66309.54,0.3218,29.88,2.3,8,7
2025-06-07,248464.66,69622.63,0.2802,9.46,18.56,58,2
2025-06-08,278816.7,51433.63,0.1845,8.05,10.4,8,5
2025-06-09,52299.56,7563.96,0.1446,26.76,-12.3,46,3
2025-06-10,363793.46,53828.01,0.148,34.03,-19.23,11,7
2025-06-11,425657.99,123308.11,0.2897,17.42,11.55,5,9
2025-06-12,307959.25,40285.38,0.1308,18.63,-5.55,14,5
2025-06-13,373609.23,47636.1,0.1275,7.03,5.72,29,5
2025-06-14,52094.75,3353.67,0.0644,32.04,-25.6,57,1
2025-06-15,438888.69,104844.34,0.2389,17.11,6.78,40,9
2025-06-16,42698.07,6395.01,0.1498,27.75,-12.77,52,9
2025-06-17,165546.64,28841.09,0.1742,25.24,-7.82,32,6
2025-06-18,35204.43,10856.29,0.3084,10.85,19.99,21,6
2025-06-19,87800.98,23685.22,0.2698,7.85,19.13,40,1
2025-06-20,338171.96,95030.72,0.281,16.74,11.36,52,7
2025-06-21,281269.25,94902.23,0.3374,28.54,5.2,59,6
2025-06-22,211726.32,33333.53,0.1574,13.25,2.49,22,7
2025-06-23,376665.74,98342.23,0.2611,23.65,2.46,6,1
2025-06-24,301086.77,37889.15,0.1258,28.58,-16.0,47,3
2025-06-25,55287.45,20273.36,0.3667,11.95,24.72,53,9
2025-06-26,489359.24,53354.94,0.109,8.3,2.6,55,6
2025-06-27,20364.33,7017.29,0.3446,5.21,29.25,59,2
2025-06-28,478083.09,93686.09,0.196,16.38,3.22,25,8
2025-06-29,263994.36,28849.92,0.1093,22.35,-11.42,5,8
2025-06-30,352778.41,109283.45,0.3098,27.77,3.21,30,4
2025-07-01,299684.5,70935.1,0.2367,28.96,-5.29,35,4
2025-07-02,189730.47,50736.16,0.2674,17.27,9.47,32,7
2025-07-03,276448.88,85430.1,0.309,28.53,2.37,54,7
2025-07-04,68815.44,4637.35,0.0674,17.56,-10.82,7,1
2025-07-05,134401.98,22330.8,0.1661,30.83,-14.22,53,7
2025-07-06,142631.58,29545.19,0.2071,20.84,-0.13,51,4
2025-07-07,172378.51,52060.81,0.302,34.31,-4.11,34,6
2025-07-08,322212.92,21965.41,0.0682,24.05,-17.23,27,9
2025-07-09,69008.8,25368.42,0.3676,18.75,18.01,53,4
2025-07-10,317297.97,112066.01,0.3532,14.36,20.96,6,2
2025-07-11,205184.05,77599.64,0.3782,33.35,4.47,52,7
2025-07-12,110421.86,28727.67,0.2602,9.55,16.47,49,5
2025-07-13,271265.55,102587.93,0.3782,34.06,3.76,31,7
2025-07-14,103918.67,23180.83,0.2231,22.41,-0.1,25,1
2025-07-15,253593.6,71637.82,0.2825,15.95,12.3,26,8
2025-07-16,394853.45,45916.97,0.1163,18.09,-6.46,23,7
2025-07-17,28214.14,7783.24,0.2759,23.86,3.73,34,2
2025-07-18,301590.1,80809.79,0.2679,30.17,-3.38,43,3
2025-07-19,363135.02,29194.76,0.0804,16.5,-8.46,55,9
2025-07-20,43839.68,14319.13,0.3266,24.94,7.72,31,6
2025-07-21,360210.17,78818.71,0.2188,18.17,3.71,58,5
2025-07-22,423595.48,160048.79,0.3778,18.13,19.65,40,6
2025-07-23,60475.25,9185.0,0.1519,26.38,-11.19,48,7
2025-07-24,333253.61,131036.63,0.3932,5.65,33.67,58,8
2025-07-25,217998.38,45916.69,0.2106,12.11,8.95,14,3
2025-07-26,253727.1,39899.15,0.1573,8.7,7.03,39,3
2025-07-27,306394.27,30607.0,0.0999,30.31,-20.32,8,3
2025-07-28,441872.36,81420.18,0.1843,7.75,10.68,43,7
2025-07-29,235523.06,41517.06,0.1763,15.42,2.21,32,8
2025-07-30,166244.7,45467.26,0.2735,24.45,2.9,8,4
2025-07-31,459166.59,45866.3,0.0999,30.52,-20.53,53,7
2025-08-01,221492.09,50010.58,0.2258,33.37,-10.79,52,2
2025-08-02,118402.47,14760.06,0.1247,14.82,-2.35,15,4
2025-08-03,337628.23,66645.79,0.1974,14.63,5.11,31,2
2025-08-04,313953.8,16455.58,0.0524,10.03,-4.79,44,1
2025-08-05,190101.21,46619.32,0.2452,25.25,-0.73,33,5
2025-08-06,324413.24,16354.48,0.0504,34.25,-29.21,12,1
2025-08-07,194721.65,20996.31,0.1078,21.77,-10.99,41,4
2025-08-08,310385.82,76215.01,0.2455,29.35,-4.8,11,8
2025-08-09,265533.59,16513.53,0.0622,26.4,-20.18,18,5
2025-08-10,383103.82,66221.16,0.1729,9.5,7.79,34,7
2025-08-11,46583.57,17923.52,0.3848,30.73,7.75,55,7
2025-08-12,78143.13,12707.09,0.1626,9.04,7.22,22,9
2025-08-13,316631.83,36724.0,0.116,31.07,-19.47,50,8
2025-08-14,233589.84,59919.53,0.2565,21.29,4.36,17,3
2025-08-15,58776.44,5131.51,0.0873,22.65,-13.92,6,9
2025-08-16,348263.95,119515.05,0.3432,25.2,9.12,18,1
2025-08-17,157822.6,57141.91,0.3621,17.46,18.75,26,8
2025-08-18,242024.05,15491.37,0.064,18.91,-12.51,29,2
2025-08-19,485550.59,171108.39,0.3524,28.15,7.09,35,4
2025-08-20,99487.41,36218.93,0.3641,22.93,13.48,40,6
2025-08-21,428994.56,76154.94,0.1775,16.12,1.63,59,4
2025-08-22,232300.37,27188.12,0.117,13.48,-1.78,27,8
2025-08-23,465850.34,123407.86,0.2649,24.96,1.53,24,1
2025-08-24,266682.74,104772.03,0.3929,7.12,32.17,22,3
2025-08-25,441272.0,84452.78,0.1914,10.81,8.33,59,6
2025-08-26,243515.67,84825.42,0.3483,6.39,28.44,34,5
2025-08-27,232373.75,90323.93,0.3887,17.47,21.4,15,1
2025-08-28,144389.74,33629.22,0.2329,29.31,-6.02,17,4
2025-08-29,292674.62,99809.12,0.341,31.29,2.81,20,6
2025-08-30,41805.02,2568.57,0.0614,6.42,-0.28,9,8
2025-08-31,287768.77,59049.77,0.2052,18.51,2.01,20,2
2025-09-01,119373.77,44784.3,0.3752,5.75,31.77,30,3
2025-09-02,341640.04,35942.54,0.1052,9.35,1.17,22,7
2025-09-03,191871.05,44145.72,0.2301,22.87,0.14,56,8
2025-09-04,182675.32,27550.68,0.1508,19.44,-4.36,29,2
2025-09-05,90174.95,20193.4,0.2239,22.12,0.27,35,8
2025-09-06,61835.56,4088.2,0.0661,10.08,-3.47,18,9
2025-09-07,469803.82,40472.17,0.0861,33.5,-24.89,18,4
2025-09-08,252894.94,90561.04,0.3581,14.97,20.84,11,3
2025-09-09,302653.62,26904.76,0.0889,34.76,-25.87,32,2
2025-09-10,481977.28,35248.02,0.0731,33.59,-26.28,50,1
2025-09-11,206444.24,30693.34,0.1487,6.07,8.8,59,6
2025-09-12,52676.46,2958.94,0.0562,27.6,-21.98,18,7
2025-09-13,177693.51,8915.1,0.0502,5.54,-0.52,19,8
2025-09-14,305853.06,42268.49,0.1382,13.43,0.39,25,7
2025-09-15,71999.53,18934.5,0.263,12.38,13.92,41,1
2025-09-16,91689.44,7812.06,0.0852,29.1,-20.58,24,5
2025-09-17,40879.9,14566.23,0.3563,6.94,28.69,23,2
2025-09-18,190356.38,38511.08,0.2023,16.26,3.97,41,9
2025-09-19,71384.74,6458.41,0.0905,15.09,-6.04,56,6
2025-09-20,437847.32,173831.73,0.397,33.95,5.75,18,3
2025-09-21,486607.46,145204.19,0.2984,32.69,-2.85,11,1
2025-09-22,474603.06,50444.01,0.1063,6.71,3.92,9,9
2025-09-23,494434.86,43322.68,0.0876,17.34,-8.58,21,3
2025-09-24,325055.22,122455.86,0.3767,21.59,16.08,35,2
2025-09-25,208747.55,49019.59,0.2348,32.61,-9.13,29,6
2025-09-26,419116.17,70276.98,0.1677,29.1,-12.33,16,7
2025-09-27,380709.01,90353.87,0.2373,9.31,14.42,14,4
2025-09-28,81164.48,6261.26,0.0771,8.75,-1.04,29,8
2025-09-29,322944.76,54716.68,0.1694,25.26,-8.32,16,5
2025-09-30,452955.0,70393.71,0.1554,30.38,-14.84,37,6
2025-10-01,496768.01,72299.23,0.1455,18.55,-4.0,52,4
2025-10-02,83707.14,14091.44,0.1683,16.67,0.16,5,8
2025-10-03,120128.07,40081.26,0.3337,27.06,6.31,9,1
2025-10-04,72978.24,8629.36,0.1182,17.85,-6.03,45,9
2025-10-05,137810.07,36920.68,0.2679,18.25,8.54,32,6
2025-10-06,275131.11,13968.53,0.0508,19.25,-14.17,30,2
2025-10-07,377760.67,30332.57,0.0803,29.0,-20.97,33,5
2025-10-08,431428.11,122119.18,0.2831,9.98,18.33,15,9
2025-10-09,428168.84,99394.66,0.2321,31.61,-8.4,47,9
2025-10-10,370616.92,140083.19,0.378,6.68,31.12,40,5
2025-10-11,400893.82,88350.58,0.2204,26.28,-4.24,48,2
2025-10-12,38773.72,14204.16,0.3663,29.9,6.73,9,6
2025-10-13,123318.37,48035.08,0.3895,31.47,7.48,45,2
2025-10-14,373958.97,73187.69,0.1957,23.48,-3.91,17,6
2025-10-15,447517.9,163303.65,0.3649,20.26,16.23,27,6
2025-10-16,77721.09,16669.57,0.2145,34.69,-13.24,7,1
2025-10-17,155448.1,32736.5,0.2106,21.52,-0.46,25,5
2025-10-18,307842.24,71152.5,0.2311,18.51,4.6,59,8
2025-10-19,124559.56,33061.52,0.2654,8.06,18.48,26,5
2025-10-20,107417.85,30495.75,0.2839,30.16,-1.77,9,2
2025-10-21,458476.57,92351.74,0.2014,14.07,6.07,48,5
2025-10-22,209335.49,51595.53,0.2465,9.81,14.84,13,4
2025-10-23,10654.93,1558.84,0.1463,14.56,0.07,44,6
2025-10-24,417863.86,49579.09,0.1186,34.15,-22.29,12,6
2025-10-25,465425.73,126191.58,0.2711,30.24,-3.13,52,1
2025-10-26,123365.66,27197.3,0.2205,7.14,14.91,6,9
2025-10-27,39041.04,3874.96,0.0993,31.49,-21.56,8,8
2025-10-28,299791.45,61020.65,0.2035,17.99,2.36,57,6
2025-10-29,74446.23,14981.82,0.2012,24.68,-4.56,24,7
2025-10-30,201682.76,12694.66,0.0629,7.32,-1.03,20,5
2025-10-31,388668.1,29020.25,0.0747,24.64,-17.17,40,3
2025-11-01,109335.32,33580.53,0.3071,30.95,-0.24,44,9
2025-11-02,469082.55,98095.19,0.2091,27.68,-6.77,10,8
2025-11-03,335994.19,20800.38,0.0619,9.42,-3.23,47,4
2025-11-04,346870.12,24648.97,0.0711,12.79,-5.68,54,3
2025-11-05,201964.16,33152.53,0.1642,28.24,-11.82,36,9
2025-11-06,155342.11,34599.87,0.2227,20.64,1.63,29,7
2025-11-07,427449.54,73885.6,0.1729,21.18,-3.89,11,3
2025-11-08,75807.92,7084.86,0.0935,14.29,-4.94,5,2
2025-11-09,499693.81,91259.31,0.1826,32.2,-13.94,31,3
2025-11-10,474057.99,97048.06,0.2047,30.3,-9.83,20,1
2025-11-11,201246.51,25175.67,0.1251,30.5,-17.99,32,8
2025-11-12,408056.13,32283.85,0.0791,5.41,2.5,36,2
2025-11-13,399987.21,123531.4,0.3088,11.0,19.88,27,9
2025-11-14,446696.95,37226.42,0.0833,23.44,-15.11,35,6
2025-11-15,43942.1,13000.78,0.2959,7.32,22.27,51,3
2025-11-16,360834.68,63053.42,0.1747,16.42,1.05,22,8
2025-11-17,287384.37,62447.32,0.2173,25.14,-3.41,14,4
2025-11-18,144229.79,33340.74,0.2312,21.27,1.85,54,9
2025-05-23,163362.1,31719.31,0.1942,30.88,-11.46,30,9
2025-05-24,323385.32,124371.54,0.3846,10.49,27.97,39,3
2025-05-25,479792.26,98713.95,0.2057,11.29,9.28,57,8
2025-05-26,150821.98,31292.59,0.2075,10.56,10.19,59,6
2025-05-27,55636.82,9231.46,0.1659,26.69,-10.1,22,1
2025-05-28,384128.63,141266.16,0.3678,20.6,16.18,50,2
2025-05-29,249419.34,12832.62,0.0514,21.14,-16.0,9,7
2025-05-30,491844.74,192272.3,0.3909,11.55,27.54,40,8
2025-05-31,381649.31,129669.74,0.3398,34.61,-0.63,23,7
2025-06-01,355487.39,49575.72,0.1395,30.82,-16.87,5,5
2025-06-02,85095.81,27485.18,0.323,19.73,12.57,16,8
2025-06-03,382953.14,65567.58,0.1712,33.88,-16.76,44,3
2025-06-04,412048.81,105430.84,0.2559,16.29,9.3,44,5
2025-06-05,292652.55,48902.14,0.1671,14.62,2.09,10,4
2025-06-06,279298.43,57537.73,0.206,33.48,-12.88,28,5
2025-06-07,119577.6,16978.42,0.142,18.51,-4.31,5,9
2025-06-08,374336.94,38782.22,0.1036,23.78,-13.42,34,4
2025-06-09,360896.96,122852.36,0.3404,19.87,14.17,23,5
2025-06-10,45798.66,3810.42,0.0832,11.8,-3.48,42,7
2025-06-11,320163.04,98238.62,0.3068,28.2,2.48,51,7
2025-06-12,304962.69,72812.0,0.2388,27.72,-3.84,27,8
2025-06-13,253247.5,79673.88,0.3146,12.68,18.78,14,7
2025-06-14,447992.95,174439.2,0.3894,25.53,13.41,41,8
2025-06-15,30325.38,3116.0,0.1028,31.21,-20.93,28,2
2025-06-16,25561.97,2948.21,0.1153,22.06,-10.53,50,5
2025-06-17,83294.92,8592.67,0.1032,29.65,-19.33,5,3
2025-06-18,456127.33,155855.75,0.3417,12.35,21.82,56,9
2025-06-19,471760.82,40210.3,0.0852,5.13,3.39,53,9
2025-06-20,492960.48,151903.39,0.3081,32.9,-2.09,30,6
2025-06-21,116596.09,42725.11,0.3664,5.11,31.53,5,3
2025-06-22,347205.12,23219.6,0.0669,32.37,-25.68,27,5
2025-06-23,51787.46,6206.7,0.1198,7.72,4.26,35,6
2025-06-24,362228.38,120414.78,0.3324,17.25,15.99,18,2
2025-06-25,48712.36,15818.67,0.3247,32.3,0.17,26,6
2025-06-26,439293.25,36490.99,0.0831,5.27,3.04,55,2
2025-06-27,396623.38,68111.08,0.1717,23.05,-5.88,21,1
2025-06-28,483611.37,165096.45,0.3414,34.44,-0.3,32,1
2025-06-29,419746.53,117237.07,0.2793,32.99,-5.06,43,4
2025-06-30,293517.49,97181.06,0.3311,32.6,0.51,52,8
2025-07-01,41924.35,13484.58,0.3216,8.66,23.5,59,9
2025-07-02,119959.03,26620.49,0.2219,10.35,11.84,27,5
2025-07-03,471299.45,119126.05,0.2528,10.85,14.43,56,7
2025-07-04,377642.31,65499.38,0.1734,15.85,1.49,9,4
2025-07-05,421584.6,127815.22,0.3032,18.33,11.99,50,7
2025-07-06,94173.54,14031.03,0.149,6.85,8.05,42,1
2025-07-07,229461.87,67674.68,0.2949,12.2,17.29,21,4
2025-07-08,227400.08,18590.39,0.0818,5.4,2.78,34,2
2025-07-09,434069.93,34040.0,0.0784,21.61,-13.77,20,2
2025-07-10,108090.37,14400.63,0.1332,19.01,-5.69,37,8
2025-07-11,327368.02,18854.79,0.0576,9.66,-3.9,47,6
2025-07-12,264285.37,34529.99,0.1307,33.61,-20.54,15,6
2025-07-13,86936.29,19616.37,0.2256,32.69,-10.13,8,8
2025-07-14,179385.32,68621.14,0.3825,24.1,14.15,40,3
2025-07-15,370949.56,42356.3,0.1142,10.13,1.29,38,6
2025-07-16,472849.04,61255.97,0.1295,25.18,-12.23,36,7
2025-07-17,65876.83,24832.09,0.3769,13.94,23.75,43,4
2025-07-18,155500.86,23256.6,0.1496,34.88,-19.92,45,2
2025-07-19,257564.18,67918.32,0.2637,7.2,19.17,14,6
2025-07-20,49377.01,8537.04,0.1729,18.86,-1.57,15,5
2025-07-21,225256.02,75296.25,0.3343,15.74,17.69,13,2
2025-07-22,111744.78,34456.64,0.3084,15.8,15.04,56,8
2025-07-23,297333.2,25814.35,0.0868,27.56,-18.88,44,4
2025-07-24,126574.58,13151.7,0.1039,34.01,-23.62,7,1
2025-07-25,251621.24,49700.3,0.1975,9.28,10.47,56,3
2025-07-26,110623.79,38028.33,0.3438,17.39,16.99,42,1
2025-07-27,463884.92,144915.04,0.3124,34.91,-3.67,37,4
2025-07-28,395886.49,119481.08,0.3018,9.37,20.81,8,1
2025-07-29,233534.86,56536.37,0.2421,19.53,4.68,17,9
2025-07-30,162942.01,11963.16,0.0734,12.21,-4.87,56,3
2025-07-31,133832.62,43429.16,0.3245,14.83,17.62,32,1
2025-08-01,113879.07,33803.69,0.2968,29.95,-0.27,13,3
2025-08-02,227840.25,65558.01,0.2877,18.54,10.23,43,8
2025-08-03,274373.96,70240.02,0.256,7.39,18.21,41,6
2025-08-04,277682.03,57859.76,0.2084,9.4,11.44,16,6
2025-08-05,66935.67,26383.65,0.3942,34.03,5.39,42,9
2025-08-06,487939.32,87698.53,0.1797,27.75,-9.78,34,7
2025-08-07,365387.39,37212.3,0.1018,17.66,-7.48,12,7
2025-08-08,377635.81,127173.27,0.3368,33.78,-0.1,24,7
2025-08-09,403458.55,149259.56,0.37,23.13,13.87,55,5
2025-08-10,468294.2,115162.82,0.2459,31.37,-6.78,36,6
2025-08-11,198527.7,13693.36,0.069,8.68,-1.78,38,6
2025-08-12,458361.88,48233.36,0.1052,20.25,-9.73,58,7
2025-08-13,433897.49,31230.88,0.072,31.25,-24.05,8,9
2025-08-14,229474.2,13614.7,0.0593,29.34,-23.41,39,1
2025-08-15,107441.34,22597.72,0.2103,28.35,-7.32,9,7
2025-08-16,237053.63,41556.23,0.1753,15.96,1.57,52,4
2025-08-17,61683.68,4467.11,0.0724,19.93,-12.69,57,6
2025-08-18,48418.59,3290.92,0.068,17.98,-11.18,15,9
2025-08-19,430353.98,48592.32,0.1129,28.72,-17.43,7,6
2025-08-20,317212.7,43549.07,0.1373,5.42,8.31,40,9
2025-08-21,171320.71,29692.42,0.1733,32.5,-15.17,7,7
2025-08-22,340619.15,27075.08,0.0795,29.77,-21.82,24,3
2025-08-23,20071.37,1886.56,0.094,10.02,-0.62,20,9
2025-08-24,197624.24,31398.3,0.1589,21.1,-5.21,58,8
2025-08-25,340720.84,46352.29,0.136,8.03,5.57,30,3
2025-08-26,261193.46,69951.92,0.2678,32.84,-6.06,52,6
2025-08-27,420491.19,35842.49,0.0852,30.61,-22.09,7,1
2025-08-28,339102.07,52448.22,0.1547,34.65,-19.18,19,9
2025-08-29,375192.39,85754.13,0.2286,17.54,5.32,21,8
2025-08-30,68214.21,22787.67,0.3341,8.76,24.65,58,9
2025-08-31,451956.37,54006.82,0.1195,11.62,0.33,37,3
2025-09-01,418951.05,80020.32,0.191,17.75,1.35,54,9
2025-09-02,83148.69,22338.1,0.2687,8.39,18.48,35,1
2025-09-03,106726.94,7640.01,0.0716,28.21,-21.05,19,1
2025-09-04,122094.41,37780.29,0.3094,16.5,14.44,27,9
2025-09-05,52471.12,6700.04,0.1277,28.93,-16.16,18,9
2025-09-06,85534.72,11852.19,0.1386,26.86,-13.0,19,1
2025-09-07,59370.29,15428.34,0.2599,24.7,1.29,31,5
2025-09-08,85879.65,22345.93,0.2602,27.76,-1.74,44,3
2025-09-09,175321.54,59882.54,0.3416,23.38,10.78,32,4
2025-09-10,214037.15,59750.07,0.2792,11.07,16.85,39,4
2025-09-11,101196.5,27758.95,0.2743,15.82,11.61,38,3
2025-09-12,410274.83,151161.33,0.3684,34.29,2.55,37,8
2025-09-13,52775.55,5907.41,0.1119,7.42,3.77,49,5
2025-09-14,259003.95,37657.07,0.1454,6.23,8.31,6,7
2025-09-15,328328.9,123290.56,0.3755,34.28,3.27,50,9
2025-09-16,129703.21,51839.96,0.3997,21.99,17.98,31,6
2025-09-17,343594.62,52565.66,0.153,13.24,2.06,59,3
2025-09-18,155040.5,56623.49,0.3652,11.51,25.01,35,3
2025-09-19,50197.31,16449.65,0.3277,34.23,-1.46,28,4
2025-09-20,396749.3,43752.09,0.1103,24.38,-13.35,35,3
2025-09-21,177302.64,14748.15,0.0832,23.4,-15.08,5,3
2025-09-22,214288.35,75855.78,0.354,8.16,27.24,20,8
2025-09-23,252731.96,55796.95,0.2208,22.59,-0.51,20,8
2025-09-24,444917.89,125348.5,0.2817,31.49,-3.32,47,5
2025-09-25,389300.35,59402.09,0.1526,6.3,8.96,52,6
2025-09-26,330554.72,117503.34,0.3555,11.06,24.49,33,2
2025-09-27,409379.31,120163.66,0.2935,6.74,22.61,56,1
2025-09-28,168946.86,55781.51,0.3302,13.82,19.2,23,9
2025-09-29,129054.52,24549.47,0.1902,20.61,-1.59,48,5
2025-09-30,277673.6,106934.89,0.3851,29.31,9.2,39,8
2025-10-01,87028.9,9216.86,0.1059,30.09,-19.5,14,1
2025-10-02,439482.21,135178.32,0.3076,26.18,4.58,38,2
2025-10-03,318105.95,124986.65,0.3929,24.61,14.68,11,5
2025-10-04,436499.01,165361.17,0.3788,30.89,6.99,17,5
2025-10-05,187875.21,29799.46,0.1586,17.54,-1.68,18,2
2025-10-06,403321.15,69290.94,0.1718,13.82,3.36,15,2
2025-10-07,84086.75,7397.18,0.088,20.66,-11.86,41,2
2025-10-08,293425.71,79828.11,0.2721,26.12,1.09,51,9
2025-10-09,363832.66,84684.75,0.2328,25.82,-2.54,19,3
2025-10-10,398231.99,42250.87,0.1061,34.11,-23.5,8,4
2025-10-11,358813.28,127890.46,0.3564,7.22,28.42,14,2
2025-10-12,113403.16,39114.32,0.3449,9.47,25.02,31,4
2025-10-13,172087.73,43004.78,0.2499,16.71,8.28,54,8
2025-10-14,409407.47,144888.09,0.3539,26.74,8.65,57,7
2025-10-15,171820.62,35574.97,0.207,31.23,-10.53,43,7
2025-10-16,59757.88,21839.27,0.3655,16.23,20.32,12,6
2025-10-17,128549.6,39505.68,0.3073,30.04,0.69,17,5
2025-10-18,478738.89,181528.84,0.3792,13.73,24.19,5,7
2025-10-19,339887.86,90629.03,0.2666,12.55,14.11,39,5
2025-10-20,227481.83,46276.62,0.2034,33.16,-12.82,46,2
2025-10-21,186912.6,60755.93,0.325,6.63,25.87,47,4
2025-10-22,133903.55,25384.56,0.1896,13.69,5.27,45,5
2025-10-23,492915.61,38540.39,0.0782,32.96,-25.14,17,4
2025-10-24,411579.9,81360.57,0.1977,6.48,13.29,23,3
2025-10-25,323780.14,24434.8,0.0755,13.92,-6.37,31,6
2025-10-26,135327.51,39531.2,0.2921,20.66,8.55,57,4
2025-10-27,246547.21,76065.17,0.3085,8.41,22.44,43,4
2025-10-28,405280.17,35103.63,0.0866,6.8,1.86,57,9
2025-10-29,383462.02,52841.71,0.1378,20.15,-6.37,57,3
2025-10-30,479790.14,189961.06,0.3959,31.79,7.8,40,6
2025-10-31,87091.1,18521.7,0.2127,26.6,-5.33,13,9
2025-11-01,492926.59,41062.15,0.0833,14.94,-6.61,59,1
2025-11-02,165070.36,22716.32,0.1376,29.09,-15.33,37,3
2025-11-03,463999.59,75860.91,0.1635,25.48,-9.13,39,2
2025-11-04,133658.47,33434.14,0.2501,7.01,18.0,55,5
2025-11-05,254081.68,89701.82,0.353,16.79,18.51,44,2
2025-11-06,426848.02,151758.8,0.3555,21.05,14.5,44,9
2025-11-07,144857.38,27700.74,0.1912,18.77,0.35,42,2
2025-11-08,499427.51,173778.72,0.348,17.4,17.4,49,3
2025-11-09,390382.65,117247.06,0.3003,10.88,19.15,24,9
2025-11-10,91617.55,11897.39,0.1299,19.85,-6.86,33,6
2025-11-11,330958.05,112009.76,0.3384,16.09,17.75,55,5
2025-11-12,391307.44,85551.9,0.2186,30.83,-8.97,42,8
2025-11-13,406140.65,129645.7,0.3192,22.45,9.47,51,9
2025-11-14,303108.49,67022.18,0.2211,10.36,11.75,25,6
2025-11-15,265330.82,100354.92,0.3782,22.21,15.61,48,2
2025-11-16,25888.77,2079.51,0.0803,9.81,-1.78,27,8
2025-11-17,292481.4,74606.91,0.2551,30.01,-4.5,46,5
2025-11-18,324594.79,126798.97,0.3906,33.48,5.58,10,2
2025-05-23,326435.65,79635.99,0.244,6.16,18.24,36,1
2025-05-24,190403.99,71477.28,0.3754,9.36,28.18,27,1
2025-05-25,88224.18,21952.34,0.2488,30.5,-5.62,5,6
2025-05-26,238229.83,26511.08,0.1113,21.87,-10.74,10,3
2025-05-27,273321.42,68807.78,0.2517,34.26,-9.09,35,3
2025-05-28,333399.18,63249.95,0.1897,20.42,-1.45,19,3
2025-05-29,467224.21,186307.99,0.3988,26.68,13.2,53,5
2025-05-30,44513.39,16287.53,0.3659,33.75,2.84,12,7
2025-05-31,484377.11,193044.0,0.3985,6.53,33.32,26,7
2025-06-01,36683.74,6310.06,0.172,25.62,-8.42,47,9
2025-06-02,388518.28,121935.72,0.3138,25.73,5.65,16,3
2025-06-03,346443.84,132410.17,0.3822,23.01,15.21,53,6
2025-06-04,61356.17,11165.59,0.182,34.5,-16.3,47,4
2025-06-05,114696.63,31006.95,0.2703,17.91,9.12,52,1
2025-06-06,224460.13,86318.21,0.3846,5.25,33.21,19,8
2025-06-07,10132.85,2914.99,0.2877,5.29,23.48,41,5
2025-06-08,264965.13,27239.75,0.1028,16.32,-6.04,15,4
2025-06-09,372093.56,55534.49,0.1492,10.58,4.34,36,4
2025-06-10,429698.57,93330.37,0.2172,13.15,8.57,59,9
2025-06-11,70710.51,4005.26,0.0566,29.1,-23.44,39,3
